tracking_loop_timer, data_log_timer, subject_position_timer, brace_position_timer, brace_command_timer
7.3946,1.2087,15.7212,2.8955,6.3933
9.6228,7.1939,0.217,9.7456,6.3933
9.6228,7.1939,0.2309,2.9157,8.9055
8.6689,1.1404,0.1636,2.8629,8.9055
8.6689,1.1404,3.3667,2.9837,6.4751
10.3512,1.0538,0.1756,3.192,6.4751
10.3512,1.0538,0.2016,2.8807,5.6287
10.3512,1.0538,0.2496,3.5965,5.6287
8.9239,1.0997,13.4708,3.0335,5.6287
8.9239,1.0997,0.2571,3.4464,6.4151
14.6414,1.5404,0.2104,14.7803,6.4151
14.6414,1.5404,0.2224,2.9728,6.5319
8.3552,1.634,0.195,3.1295,6.5319
8.3552,1.634,0.2185,3.0006,6.5609
9.016,1.0891,14.8929,3.0305,6.5609
9.016,1.0891,0.1898,2.8641,6.5609
9.016,1.0891,0.284,3.2831,7.2217
7.9936,5.827,0.198,3.0501,7.2217
7.9936,5.827,10.7693,2.901,9.3822
10.1172,1.4957,0.2532,2.8741,9.3822
10.1172,1.4957,0.2626,3.1805,6.8262
10.6063,1.4136,0.4256,3.1944,6.8262
10.6063,1.4136,0.204,3.1388,6.7221
10.6063,1.4136,0.1977,3.1995,6.7221
8.5704,1.2938,0.2025,2.9625,6.7221
8.5704,1.2938,13.6791,2.9966,6.5349
15.7665,1.3128,0.185,15.9045,6.5349
15.7665,1.3128,0.1865,2.9354,7.11
7.5622,1.4643,0.1856,3.0193,7.11
7.5622,1.4643,3.9865,3.0326,6.4896
9.1443,1.509,0.2233,2.9885,6.4896
9.1443,1.509,0.1962,3.3163,6.4896
9.1443,1.509,12.9687,3.3163,6.5935
14.9883,1.1078,0.1735,3.108,6.5935
14.9883,1.1078,0.1925,9.1168,6.537
9.2895,1.4812,0.2306,2.9477,6.537
9.2895,1.4812,4.1411,2.8548,6.5186
6.8944,1.6047,0.2345,2.939,6.5186
6.8944,1.6047,0.1956,2.7829,6.531
6.8944,1.6047,0.2336,3.1678,6.531
6.9458,1.4091,18.9881,3.0344,6.531
6.9458,1.4091,0.2061,3.3278,6.691
9.0208,1.2482,0.23,9.1331,6.691
9.0208,1.2482,12.2859,3.2336,6.5778
10.5948,1.6663,0.2442,3.0582,6.5778
10.5948,1.6663,0.1974,2.9493,6.5672
10.1834,1.3475,0.2152,3.0495,6.5672
10.1834,1.3475,0.2638,2.8973,6.5672
10.1834,1.3475,0.2161,3.6104,6.8247
14.2559,1.4713,0.1892,14.3966,6.8247
14.2559,1.4713,0.2224,9.6753,7.1489
7.7358,1.4707,13.2009,3.0555,7.1489
7.7358,1.4707,0.2224,2.8841,7.1335
9.6315,1.7759,0.2267,3.5077,7.1335
9.6315,1.7759,0.2022,3.1986,7.1335
9.6315,1.7759,0.2125,3.1802,6.831
9.342,4.8444,0.2339,3.0851,6.831
9.342,4.8444,14.3519,3.1521,6.7806
10.878,1.4882,12.9014,11.012,6.7806
10.878,1.4882,0.1651,2.8904,6.4649
8.7187,1.7324,0.2185,2.9979,6.4649
8.7187,1.7324,6.3254,2.7878,5.8608
9.0528,1.2527,0.2303,3.2363,5.8608
9.0528,1.2527,0.2264,2.7787,5.8608
9.0528,1.2527,14.975,3.4643,6.4676
14.7444,1.5501,0.2285,3.2267,6.4676
14.7444,1.5501,0.2273,8.8947,6.3849
8.4298,1.5842,0.2052,3.0812,6.3849
8.4298,1.5842,2.661,2.7552,6.2454
10.5525,1.5975,0.2544,2.7539,6.2454
10.5525,1.5975,0.1916,2.792,6.0109
10.5525,1.5975,0.2731,2.9906,6.0109
8.735,5.8174,15.439,2.8493,6.0109
8.735,5.8174,0.2049,3.2629,6.2225
9.5102,1.3101,0.1968,9.6333,6.2225
9.5102,1.3101,8.7519,3.4048,7.1948
10.3581,1.167,0.2203,3.2843,7.1948
10.3581,1.167,0.2085,3.1775,6.8126
7.212,1.2636,0.2369,3.1301,6.8126
7.212,1.2636,0.5201,2.9311,6.8126
7.212,1.2636,0.2137,3.0773,6.6883
14.1014,1.2651,0.2079,14.2753,6.6883
14.1014,1.2651,0.1947,2.9568,9.5186
10.2537,1.3388,15.6174,2.8454,9.5186
10.2537,1.3388,0.2973,3.0072,6.7818
9.7402,1.1851,0.2315,2.9653,6.7818
9.7402,1.1851,6.755,3.3716,6.7344
9.7402,1.1851,0.2016,3.4501,6.7344
11.6272,1.5199,0.1835,3.2119,6.7344
11.6272,1.5199,0.2134,3.2107,6.8588
10.1577,1.5745,15.1951,10.2878,6.8588
10.1577,1.5745,0.3157,2.9834,6.7975
10.8203,1.2084,0.2457,3.2982,6.7975
10.8203,1.2084,0.2125,2.8518,6.8567
7.9673,1.3315,11.3969,3.1895,6.8567
7.9673,1.3315,0.2273,3.0326,6.8567
7.9673,1.3315,0.2342,3.1485,6.7535
15.4052,1.4179,15.9609,15.5464,6.7535
15.4052,1.4179,0.2339,9.739,6.9101
9.1183,1.2147,0.185,3.2218,6.9101
9.1183,1.2147,0.2188,3.5156,6.6125
9.5129,1.1136,13.2486,3.0386,6.6125
9.5129,1.1136,0.1977,2.9324,6.5464
9.5129,1.1136,0.3217,3.0978,6.5464
15.666,1.2419,0.1892,3.0616,6.5464
15.666,1.2419,0.2064,3.1431,6.6279
10.0427,1.5078,0.2248,3.1035,6.6279
10.0427,1.5078,14.025,2.9982,6.7858
9.5859,1.9319,0.1871,3.1102,6.7858
9.5859,1.9319,0.1968,3.2514,6.5443
9.5859,1.9319,0.2
