tracking_loop_timer, data_log_timer, subject_position_timer, brace_position_timer, brace_command_timer
10.2329,1.349,0.211,2.9173,6.3372
11.3561,1.0831,0.1781,2.9444,6.3372
11.3561,1.0831,0.1732,2.619,6.4048
6.1636,1.1939,0.2064,3.0271,6.4048
6.1636,1.1939,0.1856,2.9372,6.5763
6.1636,1.1939,2.0575,3.0323,6.5763
17.2994,1.5483,0.2466,3.0797,6.7616
17.2994,1.5483,0.195,2.9559,6.7616
6.4516,1.1226,0.1959,3.0184,6.7616
6.4516,1.1226,10.9063,3.1923,5.834
10.5136,1.42,0.3851,2.9182,5.834
10.5136,1.42,0.2049,2.9743,5.9988
6.5059,1.0825,15.4791,2.856,5.9988
6.5059,1.0825,0.2167,3.0314,6.176
6.5059,1.0825,0.2073,2.8696,6.176
12.5105,1.4006,0.2393,2.9559,6.176
12.5105,1.4006,8.7534,8.5481,5.44
6.8736,1.2183,6.9382,2.9662,5.44
6.8736,1.2183,0.1962,2.9631,6.6828
7.9211,1.0583,0.2182,3.0896,6.6828
7.9211,1.0583,10.6105,3.2255,6.3677
7.9211,1.0583,0.3782,2.8182,6.3677
14.3658,1.9015,0.2034,14.4851,6.3194
14.3658,1.9015,3.9216,2.9831,6.3194
9.592,1.2823,0.2191,3.1823,6.3194
9.592,1.2823,0.2264,3.243,6.6363
7.3201,1.1133,0.1835,2.8831,6.6363
7.3201,1.1133,12.6599,2.9816,7.0553
7.3201,1.1133,0.2025,3.1162,7.0553
9.9443,4.6911,0.2653,10.0366,6.6629
9.9443,4.6911,0.2239,3.2934,6.6629
10.6338,1.643,0.2143,2.9592,6.6629
10.6338,1.643,0.3691,9.6678,7.075
6.6946,1.0312,12.6669,3.1775,7.075
6.6946,1.0312,0.2248,2.7998,6.716
7.8342,1.6029,0.2043,3.4063,6.716
7.8342,1.6029,0.2113,2.9831,7.0647
7.8342,1.6029,0.1916,3.013,7.0647
10.8586,1.2509,0.1841,3.2415,6.7423
10.8586,1.2509,0.1874,2.8973,6.7423
9.781,1.2035,0.2122,2.8958,6.7423
9.781,1.2035,14.8044,3.0283,6.7058
9.7022,1.7022,0.2285,2.8195,6.7058
9.7022,1.7022,0.4253,3.288,6.9107
7.3642,6.2439,8.1252,3.0359,6.9107
7.3642,6.2439,0.1859,2.9559,6.8784
7.3642,6.2439,0.2061,3.1246,6.8784
6.8214,1.6446,0.2079,2.8602,6.8784
6.8214,1.6446,1.4085,9.3946,6.8516
8.9668,1.3231,0.1998,2.8674,6.8516
8.9668,1.3231,0.2215,3.0063,6.8963
8.8014,1.1208,0.1669,3.0223,6.8963
8.8014,1.1208,10.3319,2.9342,6.8175
8.8014,1.1208,0.4286,2.872,6.8175
10.6911,1.0312,0.1856,10.7811,6.4845
10.6911,1.0312,3.6433,3.0338,6.4845
10.2612,1.6929,0.2191,3.2439,6.4845
10.2612,1.6929,0.1992,3.2738,6.7794
9.5349,1.2959,0.1947,3.4172,6.7794
9.5349,1.2959,12.5437,3.0794,6.7118
9.5349,1.2959,0.1838,2.9719,6.7118
9.3967,3.7534,0.1817,9.5014,5.3981
9.3967,3.7534,0.1892,2.9423,5.3981
8.3923,1.1679,0.2964,2.8913,5.3981
8.3923,1.1679,0.3196,9.2101,6.6134
7.7167,1.564,12.5023,2.8288,6.6134
7.7167,1.564,14.6731,3.3677,6.201
9.5733,1.1127,0.2061,2.8892,6.201
9.5733,1.1127,0.1723,3.0453,6.3426
9.5733,1.1127,0.2321,3.1603,6.3426
12.9739,1.3209,0.1895,13.078,6.2019
12.9739,1.3209,0.188,2.8315,6.2019
10.5172,1.1317,0.2179,3.0226,6.2019
10.5172,1.1317,14.5635,3.0688,6.5705
7.5676,1.1127,0.1998,3.2472,6.5705
7.5676,1.1127,0.4138,2.9828,6.7127
7.5676,1.1127,7.9634,3.4516,6.7127
8.2828,4.6087,0.2348,8.5303,7.2908
8.2828,4.6087,0.2022,3.1249,7.2908
7.4324,1.647,0.2541,3.1908,7.2908
7.4324,1.647,1.2292,8.7649,6.1527
7.1519,1.647,0.431,2.9342,6.1527
7.1519,1.5069,0.2091,2.8783,9.2125
6.2928,1.5075,0.2179,3.0102,9.2125
6.2928,1.5075,10.1,3.2599,6.4646
6.2928,1.5075,0.4048,2.9248,6.4646
12.6264,1.2551,0.1747,3.0166,6.5696
12.6264,1.2551,3.3024,3.192,6.5696
9.1537,1.087,0.2677,2.8385,6.5696
9.1537,1.087,0.1962,3.4051,6.4383
9.1582,1.7895,0.2098,2.9598,6.4383
9.1582,1.7895,12.0867,2.885,5.9933
14.543,1.7895,0.2131,3.2209,5.9933
14.543,1.5507,0.2173,2.9079,5.9743
14.543,1.5507,0.1977,2.9115,5.9743
11.0268,1.1594,0.2085,3.0591,5.9743
11.0268,1.1594,0.3208,8.661,6.1422
6.7698,1.3173,12.1446,3.1672,6.1422
6.7698,1.3173,14.2925,2.808,6.4148
7.3355,1.0873,0.2016,2.974,6.4148
7.3355,1.0873,0.2079,2.8994,6.3758
7.3355,1.0873,5.3938,2.8463,6.3758
