tracking_loop_timer, data_log_timer, subject_position_timer, brace_position_timer, brace_command_timer
10.0451,2.2924,8.6181,2.75,0
10.0451,2.2924,0.1793,2.6875,0
11.7323,1.663,0.1744,11.86,7.0315
11.7323,1.663,0.2067,3.1228,7.0315
8.2927,1.3373,3.0048,2.981,6.6436
8.2927,1.3373,0.2366,2.9067,6.6436
8.2927,1.3373,0.1868,3.3006,6.9126
6.1869,1.125,12.2337,2.929,6.9126
6.1869,1.125,0.2258,2.7929,6.9126
8.3283,12.6992,0.3214,2.7708,6.3423
8.3283,12.6992,0.1771,2.7017,6.3423
6.857,1.4622,2.3232,8.0558,5.5804
6.857,1.4622,0.1835,2.7844,5.5804
11.0718,1.6657,0.2064,2.8937,5.792
11.0718,1.6657,0.1968,2.7174,5.792
11.0718,1.6657,14.5871,2.8702,5.792
6.0667,1.1075,0.2164,3.1038,5.6553
6.0667,1.1075,0.2258,2.9471,5.6553
7.9715,1.2518,0.1959,8.1128,5.5245
7.9715,1.2518,0.1775,2.7724,5.5245
7.6464,1.1066,0.1717,2.8191,5.434
7.6464,1.1066,14.1545,2.7111,5.434
7.6464,1.1066,0.2161,2.766,6.0634
5.6755,1.2757,0.2273,2.8143,6.0634
5.6755,1.2757,0.2152,2.7715,6.0634
11.3492,1.6062,4.3321,2.9007,6.2967
11.3492,1.6062,0.2372,3.0462,6.2967
5.3012,1.1226,0.2091,9.4749,6.7438
5.3012,1.1226,0.195,2.9538,6.7438
9.1214,1.592,0.2734,3.2759,6.5862
9.1214,1.592,0.307,3.1763,6.5862
9.1214,1.592,0.3326,3.0836,6.5862
6.3665,1.4906,6.8217,3.0072,6.5726
6.3665,1.4906,0.1753,2.9164,6.5726
5.4868,5.984,0.1726,6.0821,6.4797
5.4868,5.984,0.2167,2.9788,6.4797
6.8582,1.4589,3.029,3.0588,6.7474
6.8582,1.4589,0.1959,3.0911,6.7474
6.8582,1.4589,0.2167,2.8856,6.6702
5.4461,1.0339,4.7116,3.3323,6.6702
5.4461,1.0339,0.3248,3.265,6.6702
6.7489,1.1111,0.2061,3.1566,6.5129
6.7489,1.1111,0.3652,3.0108,6.5129
6.1769,1.2551,2.0065,9.6056,7.0125
6.1769,1.2551,0.2593,2.8587,7.0125
5.8095,6.0833,0.2309,2.9157,6.716
5.8095,6.0833,0.2276,2.8348,6.716
5.8095,6.0833,10.9181,3.1503,6.716
6.0103,1.0212,0.2037,3.0474,6.5102
6.0103,1.0212,0.2098,3.0286,6.5102
6.4884,1.1839,0.2327,6.6828,6.8661
6.4884,1.1839,0.2285,3.1926,6.8661
5.9849,1.0613,0.3586,3.1778,6.6689
5.9849,1.0613,13.4738,3.1065,6.6689
5.9849,1.0613,0.3486,3.0133,6.6267
6.7716,1.6738,0.1877,3.0184,6.6267
6.7716,1.6738,0.1886,2.84,6.6267
5.0965,4.9259,4.2437,2.8315,6.8564
5.0965,4.9259,0.2258,2.8563,6.8564
6.4914,1.8701,0.2285,2.996,9.4398
6.4914,1.8701,8.9882,2.9405,9.4398
6.0875,1.1193,0.2019,3.3293,6.8268
6.0875,1.1193,0.2052,3.3224,6.8268
6.0875,1.1193,0.3773,3.1379,6.8268
5.2791,1.1428,6.1455,3.1262,6.6735
5.2791,1.1428,0.1925,2.9761,6.6735
7.2657,1.2835,0.281,7.999,6.582
7.2657,1.2835,0.2034,2.8795,6.582
13.3038,1.423,2.5013,3.2946,6.95
13.3038,1.423,0.2019,3.1467,6.95
13.3038,1.423,0.2028,3.172,6.6379
6.5509,1.4396,7.8028,2.9825,6.6379
6.5509,1.4396,0.2798,3.432,6.6379
6.9032,1.1362,0.3157,3.3,6.8513
6.9032,1.1362,0.1868,3.24,6.8513
8.3006,1.2413,3.8974,9.1549,6.6104
8.3006,1.2413,0.2085,3.0486,6.6104
7.378,1.1359,0.2046,3.1391,6.5494
7.378,1.1359,0.2372,2.8611,6.5494
7.378,1.1359,11.2248,2.9574,6.5494
12.4906,1.5579,0.3667,2.8527,6.8827
12.4906,1.5579,4.6295,3.0854,6.8827
6.7435,1.484,0.2342,6.8627,6.7281
6.7435,1.484,0.2315,2.9176,6.7281
7.6404,1.7605,0.3118,2.9722,6.3852
7.6404,1.7605,0.1922,3.2288,6.3852
7.6404,1.7605,0.4301,3.1207,6.3731
5.6157,1.1199,0.1977,3.1228,6.3731
5.6157,1.1199,0.1907,3.006,6.3731
8.1095,1.5806,7.0321,3.2913,6.1811
8.1095,1.5806,0.2378,2.8496,6.1811
11.7736,1.1278,0.2025,9.6542,6.5485
11.7736,1.1278,11.3407,3.102,6.5485
6.2668,1.1908,0.185,3.0851,6.6182
6.2668,1.1908,0.2904,2.8961,6.6182
6.2668,1.1908,0.4235,3.1289,6.6182
5.4445,1.0991,9.4287,3.2653,6.588
5.4445,1.0991,0.1947,3.1829,6.588
6.8395,1.474,0.2414,7.5323,6.5739
6.8395,1.474,0.2173,3.0851,6.5739
6.4972,4.9054,2.6887,2.9855,6.5243
6.4972,4.9054,0.2131,2.952,6.5243
6.4972,4.9054,0.1925,3.1108,7.2011
8.3265,1.5051,12.032,3.1246,7.2011
8.3265,1.5051,0.2321,3.0072,7.2011
5.434,1.1377,0.4289,2.8991,6.7939
5.434,1.1377,0.1759,3.2759,6.7939
6.3601,1.3209,1.535,9.4622,6.6104
6.3601,1.3209,0.1808,3.1394,6.6104
5.9043,1.0867,0.2288,2.993,6.6421
5.9043,1.0867,0.2264,3.025,6.6421
5.9043,1.0867,13.347,2.9148,6.6421
5.3839,5.4454,0.2152,2.9001,6.4018
5.3839,5.4454,0.2408,2.8282,6.4018
7.3174,1.397,5.85,7.478,7.2244
7.3174,1.397,0.2306,3.003,7.2244
6.6581,1.0776,0.3353,3.044,6.9542
6.6581,1.0776,0.1787,3.3021,6.9542
6.6581,1.0776,0.1968,3.1847,7.0722
8.117,1.3726,0.2052,3.1464,7.0722
8.117,1.3726,0.2402,3.1207,7.0722
5.4273,1.0864,7.2063,3.0048,6.5899
5.4273,1.0864,0.2248,3.4353,6.5899
7.2639,6.8739,0.1765,9.2629,6.5932
7.2639,6.8739,15.6234,2.7865,6.5932
6.1075,1.1205,0.2707,3.0543,5.8548
6.1075,1.1205,0.2076,3.0459,5.8548
6.1075,1.1205,0.3489,2.9822,5.8548
6.1135,1.1579,5.7491,3.3966,7.0218
6.1135,1.1579,0.1793,3.3018,7.0218
7.0466,1.3363,0.175,7.5981,6.7655
7.0466,1.3363,0.2233,3.1083,6.7655
6.7169,1.5229,1.9932,3.0102,6.5301
6.7169,1.5229,0.2291,3.0286,6.5301
6.7169,1.5229,0.1971,2.9396,6.4996
10.5435,1.1969,10.1779,2.8599,6.4996
10.5435,1.1969,0.2617,2.881,6.4996
5.8841,1.1268,0.2916,3.2004,6.6834
5.8841,1.1268,0.3734,2.9115,6.6834
8.162,1.1504,3.3338,9.339,6.6623
8.162,1.1504,0.191,3.2864,6.6623
8.1276,1.5154,0.2451,3.3094,6.8555
8.1276,1.5154,0.2315,2.7992,6.8555
8.1276,1.5154,8.6607,2.9816,6.8555
5.7932,1.1863,0.1847,2.7696,6.4471
5.7932,1.1863,0.2206,3.0917,6.4471
12.403,1.9642,1.8356,12.5615,6.0257
12.403,1.9642,0.2182,2.7582,6.0257
5.949,1.013,0.2629,2.8481,5.702
5.949,1.013,0.191,2.9734,5.702
5.949,1.013,0.1904,3.3517,6.4779
9.7713,1.544,0.1799,3.1425,6.4779
9.7713,1.544,0.2098,3.1572,6.4779
7.8115,1.5289,3.2756,3.1286,6.6705
7.8115,1.5289,0.2318,3.0603,6.6705
5.4799,1.1776,0.2224,9.0242,6.5068
5.4799,1.1776,13.6588,2.8687,6.5068
9.6925,1.5235,0.2251,2.8294,7.1625
9.6925,1.5235,0.2439,3.1823,7.1625
9.6925,1.5235,0.4413,3.0096,7.1625
6.1567,1.0155,5.7603,2.9698,5.837
6.1567,1.0155,0.2276,3.352,5.837
8.1584,1.7046,0.214,8.987,6.7969
8.1584,1.7046,0.2104,3.1787,6.7969
5.9641,1.3056,2.056,3.1488,6.681
5.9641,1.3056,0.2297,3.0471,6.681
5.9641,1.3056,0.1898,2.9849,6.5736
6.1072,1.3146,6.3849,2.8738,6.5736
6.1072,1.3146,0.2297,2.7826,6.5736
7.6171,1.4508,0.3525,3.1944,6.7387
7.6171,1.4508,0.2991,3.1077,6.7387
6.2424,1.2862,3.5147,9.4655,6.4887
6.2424,1.2862,0.188,2.9079,6.4887
8.21,1.2234,0.2143,3.3003,6.7495
8.21,1.2234,0.2037,3.2704,6.7495
8.21,1.2234,9.8172,3.1992,6.7495
6.2762,1.4266,0.1944,3.1485,6.6191
6.2762,1.4266,0.2445,3.0163,6.6191
6.8646,4.759,5.04,6.9826,6.5274
6.8646,4.759,0.1962,2.9496,6.5274
5.0977,1.0327,0.3495,2.8674,6.5461
5.0977,1.0327,0.1862,3.0905,6.5461
5.0977,1.0327,0.246,2.9348,6.6907
6.1938,1.612,0.2393,3.5228,6.6907
6.1938,1.612,0.2007,3.3329,6.6907
7.6057,1.6639,5.5342,3.3891,6.7689
7.6057,1.6639,0.2158,3.1865,6.7689
6.2379,1.8036,0.2158,3.0794,9.6291
6.2379,1.8036,7.8607,2.913,9.6291
6.7758,6.7423,0.2907,2.8943,6.4447
6.7758,6.7423,0.2795,2.8164,6.4447
6.7758,6.7423,0.47,2.9411,6.4447
5.5442,1.0985,6.9479,3.1092,6.601
5.5442,1.0985,0.1796,3.0477,6.601
5.9843,1.148,0.2001,6.5349,6.8603
5.9843,1.148,0.2128,3.3701,6.8603
8.6414,1.6871,14.2774,3.2997,6.6511
8.6414,1.6871,0.2345,3.1298,6.6511
8.6414,1.6871,0.367,3.0733,6.6617
5.9532,1.1917,10.6534,3.041,6.6617
5.9532,1.1917,0.2451,3.0078,6.6617
8.8379,1.506,0.284,2.8155,6.483
8.8379,1.506,0.1983,2.8581,6.483
6.7432,1.9757,0.6275,8.9931,6.2901
6.7432,1.9757,0.236,3.0597,6.2901
6.0664,1.3469,0.2209,2.8786,6.2566
6.0664,1.3469,0.2508,3.0449,6.2566
6.0664,1.3469,0.2212,2.8837,6.2566
5.4521,1.1673,0.1862,3.0413,5.4391
5.4521,1.1673,15.2657,2.837,5.4391
7.2522,1.4498,1.1468,7.3931,6.2527
7.2522,1.4498,0.2888,2.9426,6.2527
12.3076,1.09,0.2882,2.7826,6.1114
12.3076,1.09,12.429,2.7878,6.1114
12.3076,1.09,0.2076,3.2985,6.3858
7.1646,1.2029,0.239,3.0549,6.3858
7.1646,1.2029,0.2273,3.0114,6.3858
6.134,1.6446,2.5982,3.4129,6.9047
6.134,1.6446,0.2037,3.3272,6.9047
7.0119,1.5769,0.2276,3.1325,9.7535
7.0119,1.5769,14.9472,3.1461,9.7535
7.497,1.0583,0.2004,2.9945,6.6662
7.497,1.0583,0.4072,2.98,6.6662
7.497,1.0583,0.3459,3.0229,6.6662
9.25,1.1594,6.0546,2.8333,6.6019
9.25,1.1594,0.1889,3.1895,6.6019
5.7917,1.5262,0.1913,6.3266,5.8995
5.7917,1.5262,0.201,3.4537,5.8995
5.6682,1.4655,1.4103,2.8877,6.9874
5.6682,1.4655,0.246,3.3885,6.9874
5.6682,1.4655,0.2792,3.2203,6.3502
6.9551,1.0861,5.645,3.1732,6.3502
6.9551,1.0861,0.2885,2.9701,6.3502
8.3471,1.4921,0.4316,3.24,6.7794
8.3471,1.4921,0.2765,2.8828,6.7794
5.808,1.0484,8.9722,9.1992,9.08
5.808,1.0484,0.3329,3.1376,9.08
8.5807,1.6358,0.2484,3.0145,6.72
8.5807,1.6358,0.2113,3.0323,6.72
8.5807,1.6358,0.2095,2.9001,6.72
5.8285,1.2717,0.1971,3.2925,6.8087
5.8285,1.2717,3.4636,3.24,6.8087
5.8056,1.4598,3.2964,5.9547,6.6385
5.8056,1.4598,0.3012,3.0779,6.6385
8.3199,6.3058,0.4519,3.0739,6.7296
8.3199,6.3058,0.1759,2.8418,6.7296
8.3199,6.3058,0.2668,2.8354,6.4184
6.1515,1.2705,0.1886,2.8496,6.4184
6.1515,1.2705,0.2016,3.0966,6.4184
6.5053,1.1054,1.7882,2.9622,5.7872
6.5053,1.1054,0.2568,2.9001,5.7872
6.5533,1.0788,0.1901,3.304,10.2338
6.5533,1.0788,7.1118,3.0649,10.2338
5.2375,1.1667,0.2203,3.131,6.5923
5.2375,1.1667,0.2242,3.0884,6.5923
5.2375,1.1667,0.4359,2.9973,6.5923
8.9894,8.6839,4.2959,3.0377,6.9231
8.9894,8.6839,0.1919,2.897,6.9231
6.1799,1.0876,0.2264,6.6934,6.5476
6.1799,1.0876,0.2297,3.0896,6.5476
6.3592,1.6207,14.604,3.0425,6.7323
6.3592,1.6207,0.2101,2.9121,6.7323
6.3592,1.6207,0.2188,3.4247,6.5615
5.3633,1.0188,6.7981,3.3015,6.5615
5.3633,1.0188,0.2294,3.1068,6.5615
6.4682,1.1736,0.3233,3.1446,6.7085
6.4682,1.1736,0.1862,3.076,6.7085
8.1373,5.8014,16.0756,9.2835,6.6354
8.1373,5.8014,0.2058,2.9662,6.6354
7.1381,1.2536,0.207,3.156,6.0024
7.1381,1.2536,0.1959,3.1159,6.0024
7.1381,1.2536,0.1931,3.1757,6.0024
6.0685,1.1643,0.2212,3.3664,6.1862
6.0685,1.1643,2.5411,3.2837,6.1862
6.0767,1.5993,0.2297,6.2044,5.4847
6.0767,1.5993,0.1883,2.7971,5.4847
6.4884,2.1122,0.1868,2.8527,6.6062
6.4884,2.1122,11.84,2.7114,6.6062
6.4884,2.1122,0.1986,2.8243,6.3251
15.3611,1.1957,0.2104,2.801,6.3251
15.3611,1.1957,0.2052,2.8101,6.3251
8.0295,1.6195,4.9111,2.6791,6.4335
8.0295,1.6195,0.2348,2.8768,6.4335
7.2485,1.0215,0.2019,8.1475,5.6079
7.2485,1.0215,9.2243,3.0302,5.6079
7.0774,1.2361,0.2683,2.8786,5.9632
7.0774,1.2361,0.2381,3.2671,5.9632
7.0774,1.2361,0.4697,2.8783,5.9632
5.3259,1.0828,7.4623,3.0293,6.1609
5.3259,1.0828,0.1989,2.8445,6.1609
11.6589,1.516,0.1771,12.5428,6.5856
11.6589,1.516,0.2082,2.9043,6.5856
7.2706,1.6298,15.7327,3.1941,6.6514
7.2706,1.6298,0.207,3.0123,6.6514
7.2706,1.6298,0.1901,3.4105,6.9835
5.8638,1.1063,8.866,3.2819,6.9835
5.8638,1.1063,0.2212,3.2016,6.9835
6.0872,1.5845,0.3178,3.1956,6.4963
6.0872,1.5845,0.1811,3.1388,6.4963
5.2673,1.4314,16.0783,9.4543,6.5479
5.2673,1.4314,0.227,2.9293,6.5479
19.2556,1.4314,0.2031,2.8958,6.6677
19.2556,1.1676,0.1947,2.8361,6.6677
19.2556,1.1676,0.2282,2.8445,6.6677
5.9345,1.324,0.2058,3.1108,6.6397
5.9345,1.324,2.3829,3.0332,6.6397
6.9014,1.4459,0.204,7.0252,6.956
6.9014,1.4459,0.2052,3.3492,6.956
5.6003,1.0813,0.2783,3.2554,6.7308
5.6003,1.0813,11.8506,3.1165,6.7308
5.6003,1.0813,0.1953,3.0383,6.6542
6.5962,6.7441,0.2019,3.2593,6.6542
6.5962,6.7441,0.236,2.9604,6.6542
9.1682,1.6298,1.4725,3.0751,6.7166
9.1682,1.6298,0.2384,2.8865,6.7166
8.4376,1.2026,0.1977,2.9997,9.6173
8.4376,1.2026,13.5016,2.9734,9.6173
6.3139,1.0677,0.2203,2.961,6.7972
6.3139,1.0677,0.3151,3.4015,6.7972
6.3139,1.0677,0.415,3.1974,6.7972
5.7135,1.0248,2.5798,3.1455,6.6439
5.7135,1.0248,0.185,2.9782,6.6439
5.9864,4.8103,0.1977,6.6188,6.1452
5.9864,4.8103,0.198,2.9387,6.1452
8.6504,1.7493,15.8782,2.8536,6.4872
8.6504,1.7493,0.2104,2.8934,6.4872
8.6504,1.7493,0.4567,3.0902,7.1435
8.2022,1.1127,5.1723,3.0591,7.1435
8.2022,1.1127,0.2451,2.9514,7.1435
6.5207,1.618,0.3577,3.3372,6.6297
6.5207,1.618,0.1793,3.1071,6.6297
6.8329,1.3152,2.264,9.5494,6.7278
6.8329,1.3152,0.3067,3.1986,6.7278
