biceps_emg, triceps_emg, subject_position, position_estimate, brace_position
-2.35045517911203E-05,1.33223147713579E-05,2.98828125,0,0.00862881311360449
-2.33197624766035E-05,1.26513050417998E-05,2.98828125,0,0.00862881311360449
-2.55557042692089E-05,1.22927103802795E-05,2.98828125,0,0.00862881311360449
-2.58916461461922E-05,1.13599126052577E-05,2.98828125,0,0.00862881311360449
-2.8012431357638E-05,1.10134878923418E-05,2.98828125,0,0.00862881311360449
-2.67097584583098E-05,8.12153211882105E-06,2.98828125,0,0.00862881311360449
-2.6443283786648E-05,6.98605981597211E-06,2.98828125,0,0.00862881311360449
-2.4025461243582E-05,6.33376021141885E-06,2.98828125,0,0.00862881311360449
-2.28649332711939E-05,7.74977070250316E-06,2.98828125,0,0.00862881311360449
-2.05706855922472E-05,8.20368040876929E-06,2.98828125,0,0.00862881311360449
-2.06051208806457E-05,8.88475642568665E-06,2.98828125,0,0.00862881311360449
-2.00960221263813E-05,9.52993013925152E-06,2.98828125,0,0.00862881311360449
-2.05076776182977E-05,1.00769229902653E-05,2.98828125,0,0.00862881311360449
-2.08852434298024E-05,8.81593132362468E-06,2.98828125,0,0.00862881311360449
-2.20509682549164E-05,8.03702369012171E-06,2.98828125,0,0.00862881311360449
-1.84030614036601E-05,7.49615082895616E-06,2.98828125,0,0.00862881311360449
-2.61011100519681E-05,1.20821669042925E-05,2.98828125,0,0.00862881311360449
-1.93014311662409E-05,1.13576088551781E-05,2.98828125,0,0.00862881311360449
-2.34539020311786E-05,1.30712633108487E-05,2.98828125,0,0.00862881311360449
-1.90796217793832E-05,9.8818291007774E-06,2.98828125,0,0.00862881311360449
-2.11853785003768E-05,8.73458793648751E-06,2.98828125,0,0.00862881311360449
-1.94989515875932E-05,6.62522552374867E-06,2.98828125,0,0.00862881311360449
-2.14972296816995E-05,7.88728630141122E-06,2.98828125,0,0.00862881311360449
-2.32672864513006E-05,9.80594086286146E-06,2.98828125,0,0.00862881311360449
-2.42897076532245E-05,1.07199757621856E-05,2.98828125,0,0.00862881311360449
-2.25641451834235E-05,1.16171322588343E-05,2.98828125,0,0.00862881311360449
-1.89277288882295E-05,1.24581429190584E-05,2.98828125,0,0.00862881311360449
-1.92522911675042E-05,1.30223497762927E-05,2.98828125,0,0.00862881311360449
-2.02939572773175E-05,1.17057670649956E-05,2.98828125,0,0.00862881311360449
-2.35074858210282E-05,1.01903342510923E-05,2.98828125,0,0.00862881311360449
-2.34850940614706E-05,8.60296950122574E-06,2.98828125,0,0.00862881311360449
-2.37171643675538E-05,9.90743956208462E-06,2.98828125,0,0.00862881311360449
-2.25434778258204E-05,1.09201746454346E-05,2.98828125,0,0.00862881311360449
-2.47907246375689E-05,1.05357830761932E-05,2.98828125,0,0.00862881311360449
-2.47909956669901E-05,8.50283231557114E-06,2.98828125,0,0.00862881311360449
-2.50120465352666E-05,8.1597254393273E-06,2.98828125,0,0.00862881311360449
-2.4761849999777E-05,8.78268110682257E-06,2.98828125,0,0.00862881311360449
-2.52228801400634E-05,9.89501131698489E-06,2.98828125,0,0.00862881311360449
-2.50057801167713E-05,9.71590725384885E-06,2.98828125,0,0.00862881311360449
-2.50649482040899E-05,8.33936337585328E-06,2.98828125,0,0.00862881311360449
-2.44603543251287E-05,7.20400885256822E-06,2.98828125,0,0.00862881311360449
-2.53921243711375E-05,7.06318314769305E-06,2.98828125,0,0.00862881311360449
-2.1643167201546E-05,6.68277880322421E-06,2.98828125,0,0.00862881311360449
-3.05101802950958E-05,1.02586054708809E-05,2.98828125,0,0.00862881311360449
-2.35710485867457E-05,1.01571613413398E-05,2.98828125,0,0.00862881311360449
-3.01342915918212E-05,1.43434608617099E-05,2.98828125,0,0.00862881311360449
