biceps_emg, triceps_emg, subject_position, position_estimate, brace_position
-2.02861592697445E-05,1.30260432342766E-05,-3.1640625,-5.34524078652858,0
-1.7580583516974E-05,4.52201493317261E-06,-3.1640625,-5.34523772338706,0
-2.57335650530877E-05,4.91399759994238E-06,-3.1640625,-5.34523159544168,0
-1.89254569704644E-05,4.94058986078016E-06,-3.1640625,-5.34522240117471,0
-2.24323994189035E-05,1.00280994956847E-05,-3.1640625,-5.3452101392134,0
-1.98226280190283E-05,9.94442689261632E-06,-3.1640625,-5.34519480832989,0
-2.30654095503269E-05,1.05966055343742E-05,-3.1640625,-5.34517640744037,0
-2.23892493522726E-05,9.79871947492938E-06,-3.1640625,-5.34515493560376,0
-2.29758552450221E-05,1.01265577541199E-05,-3.1640625,-5.34513039201952,0
-2.15971758734668E-05,8.48353465698892E-06,-3.1640625,-5.34510277602465,0
-2.17761789826909E-05,5.06399328514817E-06,-3.1640625,-5.34507208708973,0
-2.34419039770728E-05,1.63096228789072E-06,-3.1640625,-5.34503832481398,0
-2.40227236645296E-05,8.51333254558995E-07,-3.1640625,-5.34500148891948,0
-2.50547200266737E-05,3.53705399902537E-06,-3.1640625,-5.34496157924448,0
-2.43249669438228E-05,5.94436050960212E-06,-3.1640625,-5.34491859573566,0
-2.54728820436867E-05,7.7407639764715E-06,-3.1640625,-5.34487253843929,0
-2.48407068283996E-05,7.47562853575801E-06,-3.1640625,-5.34482340749128,0
-2.54407841566717E-05,6.73662452754797E-06,-3.1640625,-5.34477120310606,0
-2.40477220359026E-05,5.1328279369045E-06,-3.1640625,-5.34471592556463,0
-2.44507900788449E-05,5.72744875171338E-06,-3.1640625,-5.34465757520164,0
-2.41947182075819E-05,6.93719402988791E-06,-3.1640625,-5.34459615239184,0
-2.44144848693395E-05,8.31127363198902E-06,-3.1640625,-5.34453165753594,0
-2.271971970913E-05,9.34759555093478E-06,-3.1640625,-5.34446409104612,0
-2.23065271711675E-05,9.63855563895777E-06,-3.1640625,-5.34439345333126,0
-2.09188019653084E-05,9.1134743342991E-06,-3.1640625,-5.34431974478205,0
-2.02421688300092E-05,1.11833078335621E-05,-3.1640625,-5.34424296575629,0
-2.05382038984681E-05,1.50686746565043E-05,-3.1640625,-5.34416311656449,0
-2.03979143407196E-05,1.81065752258291E-05,-3.1640625,-5.34408019745604,0
-1.62128162628505E-05,1.52308857650496E-05,-3.1640625,-5.34399420860604,0
-2.42015357798664E-05,1.99808564502746E-05,-3.1640625,-5.34390515010277,0
-2.04171192308422E-05,1.27565317598055E-05,-3.1640625,-5.34381302193597,0
-2.54915030382108E-05,1.69847189681605E-05,-3.1640625,-5.3437178239856,0
-2.28655608225381E-05,1.48991630339879E-05,-3.1640625,-5.34361955601109,0
-2.4762453904259E-05,1.94538442883641E-05,-3.1640625,-5.3435182176404,0
-2.22511880565435E-05,2.14915489777923E-05,-3.1640625,-5.3434138083592,0
-2.26115680561634E-05,2.39350483752787E-05,-3.1640625,-5.34330632749982,0
-2.133791349479E-05,1.90117116289912E-05,-3.1640625,-5.3431957742304,0
-2.09938989428338E-05,1.20767354019335E-05,-3.1640625,-5.34308214754419,0
-2.18663917621598E-05,7.88083798397565E-06,-3.1640625,-5.34296544624938,0
