biceps_emg, triceps_emg, subject_position, position_estimate, brace_position
-2.40399858739693E-05,1.69750765053323E-05,0.87890625,0,0
-2.55582053796388E-05,1.59331048052991E-05,0.87890625,0,0
-2.56629646173678E-05,1.30102480397909E-05,0.87890625,0,0
-2.63049405475613E-05,1.05339831861784E-05,0.87890625,0,0
-2.54001188295661E-05,7.56050667405361E-06,0.87890625,1.63003042260687E-14,0
-2.65645412582671E-05,7.25062045603408E-06,0.87890625,1.0992749656888E-13,0
-2.44933999056229E-05,6.3433262766921E-06,0.87890625,5.41346762421754E-08,0
-2.40752960962709E-05,8.18281932879472E-06,0.87890625,2.95073161724755E-07,0
-2.34239942074055E-05,9.81027278612601E-06,0.87890625,9.43619873681374E-07,0
-2.52081990765873E-05,1.28404362840229E-05,0.87890625,2.31097826452767E-06,0
-2.34451417782111E-05,1.33346520669875E-05,0.87890625,4.7974114401916E-06,0
-2.22471444430994E-05,1.41112095661811E-05,0.87890625,8.88916383048223E-06,0
-2.15380441659363E-05,1.39901721922797E-05,0.87890625,1.51545755578967E-05,0
-2.31211943173548E-05,1.41836226248415E-05,0.87890625,2.42398543467435E-05,0
-2.28166372835403E-05,1.31889373733429E-05,0.87890625,3.68647364701853E-05,0
-2.23774768528529E-05,1.31038887047907E-05,0.87890625,5.38181515666653E-05,0
-2.29326742555713E-05,1.26569721032865E-05,0.87890625,7.59539478399857E-05,0
-2.50876782956766E-05,1.07217711047269E-05,0.87890625,0.000104186705010816,0
-2.20636648009531E-05,7.37790014682105E-06,0.87890625,0.000139487647813279,0
-3.14720455207862E-05,9.50243429542752E-06,0.87890625,0.000182880665543651,0
-2.45999963226495E-05,6.40231337456498E-06,0.87890625,0.00023543843953518,0
-3.16062978527043E-05,8.33942067401949E-06,0.87890625,0.000298278678629522,0
-2.89783674816135E-05,7.04421472619288E-06,0.87890625,0.000372560461824327,0
-3.32924792019185E-05,9.09201753529487E-06,0.87890625,0.000459480686833267,0
-3.04073128063465E-05,9.37624827201944E-06,0.87890625,0.000560270623071092,0
-2.9788901883876E-05,1.15038328658557E-05,0.87890625,0.000676192567474451,0
-2.71303342742613E-05,1.23112704386585E-05,0.87890625,0.000808536601533109,0
-2.60552260442637E-05,1.26045579236234E-05,0.87890625,0.000958617447891184,0
-2.50655521085719E-05,1.30901662487304E-05,0.87890625,0.00112777142486676,0
-2.21850350499153E-05,1.22369756354601E-05,0.87890625,0.00131735349723361,0
-2.08158235182054E-05,1.15205848487676E-05,0.87890625,0.00152873442161978,0
-1.83058637048816E-05,9.21637092687888E-06,0.87890625,0.00176329798490072,0
-1.89121838047868E-05,8.08194181445288E-06,0.87890625,0.00202243833398059,0
-1.79187882167753E-05,8.0232193795382E-06,0.87890625,0.00230755739536281,0
-1.92633578990353E-05,9.51516813074704E-06,0.87890625,0.00262006238292721,0
-1.70717758010142E-05,9.08671518118354E-06,0.87890625,0.00296136339234459,0
-1.64896555361338E-05,8.55263169796672E-06,0.87890625,0.00333287108058522,0
-1.4741342056368E-05,7.59711247155792E-06,0.87890625,0.0037359944289895,0
-1.65059536811896E-05,8.07071046438068E-06,0.87890625,0.00417213858837388,0
-1.78902737388853E-05,8.33662761579035E-06,0.87890625,0.00464270280465647,0
-2.02657447516685E-05,6.52166409054189E-06,0.87890625,0.0051490784234931,0
-2.09559202630771E-05,2.10681719181594E-06,0.87890625,0.00569264697242625,0
-2.13869316212367E-05,4.64945117073512E-07,0.87890625,0.00627477831907863,0
-2.08269084396306E-05,3.42654834639688E-06,0.87890625,0.00689682890394568,0
-2.06054501177277E-05,7.16361864760984E-06,0.87890625,0.00756014004635479,0
-1.75905261130538E-05,7.50260096538113E-06,0.87890625,0.00826603632217519,0
-2.49343374889577E-05,1.15492302938947E-05,0.87890625,0.00901582401186246,0
-1.85497756319819E-05,9.58890086621977E-06,0.87890625,0.00981078961742131,0
-2.2412004909711E-05,1.11990830191644E-05,0.87890625,0.0106521984468883,0
-1.9746124962694E-05,1.06501956906868E-05,0.87890625,0.0115412932649486,0
-2.42878431890858E-05,1.12092629933613E-05,0.87890625,0.0124792930083206,0
-2.41933248616988E-05,8.3908262240584E-06,0.87890625,0.0134673915645709,0
-2.5562068913132E-05,8.49762454890879E-06,0.87890625,0.0145067566130217,0
-2.41576180997072E-05,9.51686979533406E-06,0.87890625,0.0155985285264224,0
-2.32865950238192E-05,9.98101950244745E-06,0.87890625,0.0167438193320975,0
-2.34658873523586E-05,9.51774018176366E-06,0.87890625,0.0179437117312743,0
-2.26136580749881E-05,9.52252412389498E-06,0.87890625,0.0191992581752926,0
-2.26371721510077E-05,1.10714136098977E-05,0.87890625,0.0205114799974464,0
-2.26301199290901E-05,1.25080923680798E-05,0.87890625,0.0218813665992085,0
-2.49853237619391E-05,1.36806520458777E-05,0.87890625,0.023309874689588,0
-2.46743966272334E-05,1.20720715131029E-05,0.87890625,0.0247979275764183,0
-2.67766044999007E-05,1.02761214293423E-05,0.87890625,0.0263464145083615,0
-2.78983425232582E-05,8.02736485638889E-06,0.87890625,0.027956190066405,0
-3.06262263620738E-05,7.468391686416E-06,0.87890625,0.0296280736036841,0
-3.08226190099958E-05,7.47705598769244E-06,0.87890625,0.0313628487324605,0
-3.17035774060059E-05,8.76181547937449E-06,0.87890625,0.0331612628570834,0
-3.07131340377964E-05,9.48074830375845E-06,0.87890625,0.035024026751818,0
-2.99707862723153E-05,1.16678720587515E-05,0.87890625,0.0369518141823987,0
-2.78703901130939E-05,1.48602894114447E-05,0.87890625,0.0389452615701587,0
-2.61985733231995E-05,1.68008937180275E-05,0.87890625,0.0410049676976713,0
-2.59208209172357E-05,1.41416494443547E-05,0.87890625,0.043131493454814,0
-2.63549045484979E-05,9.27918972593034E-06,0.87890625,0.0453253616241534,0
-2.11032820516266E-05,8.59430019772844E-06,0.87890625,0.0475870567046284,0
-2.86782651528483E-05,1.58542843564646E-05,0.87890625,0.0499170247724847,0
