tracking_loop_timer, data_log_timer, subject_position_timer, brace_position_timer, brace_command_timer
5.0953,1.1966,0.214,2.8807,6.6098
7.6995,1.5908,0.1868,7.7735,6.6098
7.6995,1.5908,0.2333,3.2997,6.3631
7.6995,1.5908,0.2348,3.0522,6.3631
11.8636,7.0342,0.2499,3.0012,5.3845
11.8636,7.0342,10.3322,2.7733,5.3845
10.1015,1.4773,10.3322,2.811,6.2345
10.1015,1.4773,0.3607,2.795,6.2345
8.9985,1.4852,8.9994,9.0764,6.2345
8.9985,1.4852,9.5108,2.8185,6.1856
6.486,1.4003,0.1832,2.8433,6.1856
6.486,1.4003,0.1781,3.2925,6.1856
6.486,1.4003,0.2001,2.8892,6.1856
12.7656,0.9865,12.733,8.8463,6.1274
12.7656,0.9865,0.2342,3.0637,6.1274
9.9382,1.0689,0.3767,2.8976,6.1274
9.9382,1.0689,13.3944,3.1455,6.745
8.5227,1.5443,8.5285,8.6012,6.745
8.5227,1.5443,0.3356,2.9529,6.412
8.5227,1.5443,0.1886,3.0247,6.412
13.2999,1.5307,5.5088,3.089,6.4
13.2999,1.5307,0.1856,3.2759,6.4
7.9833,1.0761,0.1904,3.0247,6.7411
7.9833,1.0761,0.2366,3.2934,6.7411
10.5405,1.2883,13.9048,2.8798,6.7411
10.5405,1.2883,0.2517,3.2369,6.4501
10.8266,1.2787,0.1931,2.9547,6.4501
10.8266,1.2787,3.4452,2.9797,6.6064
10.8266,1.2787,0.4129,3.1192,6.6064
9.1636,1.1649,0.1956,9.2379,6.6095
9.1636,1.1649,0.2306,2.9502,6.6095
6.4196,1.0034,14.975,3.3094,6.6095
6.4196,1.0034,0.2282,3.1717,6.7761
7.5845,1.1271,0.2167,7.6349,6.7761
7.5845,1.1271,0.2276,2.9375,6.6587
7.5845,1.1271,5.9303,3.1283,6.6587
16.1719,1.5021,0.4202,2.8871,6.7043
16.1719,1.5021,0.5219,3.0271,6.7043
11.3483,1.288,0.5219,3.2037,6.5648
11.3483,1.288,0.2789,2.8107,6.5648
6.5355,1.0405,0.3402,2.7636,6.5648
6.5355,1.0405,8.735,2.9317,6.643
8.2849,6.1241,0.5515,8.3304,6.643
8.2849,6.1241,0.179,3.278,6.6901
8.2849,6.1241,0.255,2.9616,6.6901
8.5125,1.0333,11.3344,9.9856,7.1405
8.5125,1.0333,0.2131,3.1059,7.1405
7.1202,1.8682,0.2176,2.9097,7.1405
7.1202,1.8682,3.6768,3.2952,6.6877
9.0743,1.1806,0.3432,9.1377,6.6877
9.0743,1.1806,0.348,3.1539,6.8114
9.0743,1.1806,0.2478,3.1415,6.8114
11.2988,1.1622,10.1858,3.1349,6.5415
11.2988,1.1622,0.2405,2.916,6.5415
6.9602,1.2672,0.1838,2.9788,6.6228
6.9602,1.2672,0.249,3.4398,6.6228
7.8499,1.4984,15.4489,7.9096,6.6228
7.8499,1.4984,0.2722,2.9103,6.2303
8.018,3.9877,7.9999,2.9622,6.2303
8.018,3.9877,13.4424,3.035,6.6394
8.018,3.9877,0.4494,2.9185,6.6394
9.374,1.2853,0.2155,2.8318,9.0616
9.374,1.2853,0.1986,3.2125,9.0616
7.116,1.0447,7.8429,3.0591,9.0616
7.116,1.0447,0.2261,3.1095,6.2273
8.5556,1.5694,0.2294,8.6248,6.2273
8.5556,1.5694,0.195,3.393,6.5434
13.5012,1.317,6.6282,3.1225,6.5434
13.5012,1.317,0.2303,2.9384,6.7879
13.5012,1.317,0.4325,3.1461,6.7879
10.7617,1.1948,2.868,3.0332,6.6484
10.7617,1.1948,0.3598,3.057,6.6484
9.8296,1.5706,0.2925,3.1458,6.6484
9.8296,1.5706,0.2288,3.1108,6.7906
10.2307,1.3581,11.7495,2.9607,6.7906
10.2307,1.3581,0.1983,2.9031,6.6119
10.2307,1.3581,0.2285,3.0329,6.6119
9.4924,1.0568,0.2258,9.6647,6.7909
9.4924,1.0568,0.2167,3.009,6.7909
9.4389,1.2739,0.364,2.9982,7.2087
9.4389,1.2739,13.5175,3.0754,7.2087
6.6925,1.1582,0.5385,6.742,7.2087
6.6925,1.1582,3.2083,3.2511,6.7278
10.3768,1.5818,0.2837,2.8578,6.7278
10.3768,1.5818,0.2547,3.0036,6.3988
10.3768,1.5818,0.3148,3.0365,6.3988
6.8778,1.2419,0.2306,2.8303,6.7465
6.8778,1.2419,0.1992,3.0803,6.7465
10.9118,1.0701,6.9557,3.0069,6.7465
10.9118,1.0701,0.2348,3.211,6.9038
10.6307,1.4951,0.3839,10.6836,6.9038
10.6307,1.4951,5.8566,3.0899,6.5527
10.6307,1.4951,0.371,3.192,6.5527
10.4369,1.0384,0.1838,9.2222,6.5536
10.4369,1.0384,0.2004,2.8593,6.5536
9.2946,1.1305,5.5828,3.2789,6.4129
9.2946,1.1305,0.1856,3.2433,6.4129
6.8664,1.3831,0.2245,6.9343,6.4129
6.8664,1.3831,0.1983,3.1228,6.6394
8.3754,6.745,8.0059,3.2973,6.6394
8.3754,6.745,0.2233,2.929,5.7998
8.3754,6.745,0.4766,2.8394,5.7998
10.6407,1.2144,2.7153,3.0637,6.6134
10.6407,1.2144,0.3163,2.9785,6.6134
10.6265,1.5667,0.1907,3.0253,6.6134
10.6265,1.5667,0.1938,2.9151,6.6071
9.2823,1.0601,5.1732,3.2677,6.6071
9.2823,1.0601,0.1959,2.9284,5.5034
9.2823,1.0601,0.2146,2.7449,5.5034
14.7613,1.3469,8.0234,8.9266,6.2258
14.7613,1.3469,0.2173,3.15,6.225
