tracking_loop_timer, data_log_timer, subject_position_timer, brace_position_timer, brace_command_timer
10.3986,0.9871,0.1744,10.506,6.2019
10.3986,0.9871,0.2146,2.6546,6.2019
10.3986,0.9871,0.211,3.0386,5.4696
7.4269,1.0248,1.5039,3.1304,5.4696
7.4269,1.0248,0.2082,3.2394,9.8531
12.0368,1.477,0.2221,2.9755,9.8531
12.0368,1.477,0.1992,3.2055,6.5295
10.062,1.5564,0.2264,10.2126,6.5295
10.062,1.5564,0.2022,2.7621,6.5295
7.11,1.1498,0.1919,3.3326,6.7782
7.11,1.1498,3.8805,2.9408,6.7782
7.11,1.1498,0.2061,3.0081,6.3245
8.7736,1.5618,0.3474,2.8756,6.3245
8.7736,1.5618,0.1753,2.9016,6.1675
7.2392,7.4638,0.2013,2.964,6.1675
7.2392,7.4638,0.1838,2.7349,6.1675
9.9355,1.2557,0.1726,2.7708,5.3914
9.9355,1.2557,3.9762,2.8406,5.3914
8.1605,1.106,0.2442,2.9351,6.1905
8.1605,1.106,0.2239,3.0561,6.1905
8.1605,1.106,13.1553,9.0214,6.4957
7.0502,1.2077,0.1986,2.699,6.4957
7.0502,1.2077,3.9448,2.8961,6.2783
6.7625,1.0197,0.2025,2.5967,6.2783
6.7625,1.0197,6.3124,2.7398,6.2783
9.2183,1.0028,0.1672,3.0404,6.1464
9.2183,1.0028,0.214,2.8333,6.1464
9.2183,1.0028,0.2125,3.3209,6.2997
7.5072,1.0846,15.3738,2.878,6.2997
7.5072,1.0846,0.2318,3.0863,6.5569
11.1533,1.0918,0.2007,3.1225,6.5569
11.1533,1.0918,8.7981,2.8563,6.5569
9.8634,0.9617,0.2273,9.9373,6.1881
9.8634,0.9617,0.3613,2.9167,6.1881
9.8634,0.9617,0.1883,3.0679,6.1742
10.2519,1.1507,2.0168,3.1434,6.1742
10.2519,1.1507,0.2122,2.7307,8.6091
11.0612,8.1705,0.2282,3.2768,8.6091
11.0612,8.1705,0.2375,3.032,6.0616
11.2704,1.1679,10.9915,11.3661,6.0616
11.2704,1.1679,0.1983,3.172,6.0616
7.139,1.1015,0.2771,2.8511,6.4917
7.139,1.1015,4.3922,3.0332,6.4917
7.139,1.1015,0.1974,3.083,6.2222
12.5361,1.4734,0.5907,3.0724,6.2222
