tracking_loop_timer, data_log_timer, subject_position_timer, brace_position_timer, brace_command_timer
5.325,1.3871,0.2212,4.5902,6.2759
14.0256,1.5537,0.179,2.6761,6.2759
14.0256,1.5537,14.348,2.613,5.8814
8.0539,1.3098,0.2164,3.4721,5.8814
8.0539,1.3098,0.2348,2.9182,6.7544
8.0539,1.3098,0.2728,3.0917,6.7544
8.4889,1.18,1.2654,3.2771,6.7127
8.4889,1.18,0.2294,3.15,6.7127
7.145,7.6763,0.2442,2.8158,6.7127
7.145,7.6763,0.2804,2.766,5.3196
8.1409,1.0988,15.7399,2.9154,5.3196
8.1409,1.0988,0.185,2.8333,5.9918
8.1409,1.0988,0.2188,2.8566,5.9918
7.8342,1.0079,0.2101,8.4258,6.1497
7.8342,1.0079,0.2031,3.1114,6.1497
9.4414,1.4269,0.2264,2.9879,6.1497
9.4414,1.4269,0.2324,8.8705,6.1588
11.0416,1.1948,0.2091,3.1328,6.1588
11.0416,1.1948,0.2143,3.1645,6.979
6.6143,1.2835,0.2218,3.0812,6.979
6.6143,1.2835,2.709,3.006,6.4875
6.6143,1.2835,0.2596,2.9565,6.4875
7.6959,1.5196,0.2058,2.9447,6.3653
7.6959,1.5196,2.0759,2.7778,6.3653
8.7362,3.8938,0.1931,3.1992,6.3653
8.7362,3.8938,0.2333,3.099,5.7688
8.508,1.6548,0.2104,3.1711,5.7688
8.508,1.6548,11.1469,2.9004,6.9343
8.508,1.6548,0.217,3.3178,6.9343
6.8175,1.0571,0.2007,6.9373,6.7058
6.8175,1.0571,0.2496,3.1171,6.7058
6.8178,1.1293,0.3335,3.0936,6.7058
6.8178,1.1293,0.2961,9.4275,6.7266
16.5607,4.1278,0.329,2.8705,6.7266
16.5607,4.1278,8.6773,2.913,6.5074
8.1804,1.5081,0.2116,3.1859,6.5074
8.1804,1.5081,0.207,2.7787,6.5512
8.1804,1.5081,0.2354,2.955,6.5512
7.6742,1.5778,1.653,2.913,6.9446
7.6742,1.5778,0.2291,3.2982,6.9446
7.1776,4.9314,0.2396,2.964,6.9446
7.1776,4.9314,0.4093,2.8047,6.1503
6.3653,1.5084,15.9223,3.0896,6.1503
6.3653,1.5084,0.3658,2.9716,6.5041
6.5171,1.0206,0.2421,2.9025,6.5041
6.5171,1.0206,0.2113,2.8874,6.8135
6.5171,1.0206,0.2273,2.949,6.8135
7.4402,1.256,0.2197,3.1077,6.8135
7.4402,1.256,6.4733,9.4709,5.7832
12.5371,1.2742,0.191,3.4169,5.7832
12.5371,1.2742,0.2336,3.2753,6.5705
7.0321,1.0749,0.2321,3.2759,6.5705
7.0321,1.0749,7.7699,3.1732,6.7689
7.0321,1.0749,0.5165,3.0706,6.7689
7.6048,1.09,0.1762,7.7379,6.6439
7.6048,1.09,1.909,2.9275,6.6439
12.3578,1.2923,0.2282,2.9281,6.6439
12.3578,1.2923,0.2245,2.7968,6.6424
8.696,1.3125,0.2227,3.0208,6.6424
8.696,1.3125,9.1564,3.0208,6.7245
8.696,1.3125,0.2345,2.9085,6.7245
9.1413,1.4701,0.1944,9.2623,6.5769
9.1413,1.4701,0.406,3.2215,6.5769
7.3156,1.1815,7.855,3.0872,6.5769
7.3156,1.1815,0.3435,9.1066,6.5548
11.0102,1.1634,0.2273,2.8895,6.5548
11.0102,1.1634,5.6821,3.0543,6.7121
9.1404,1.0746,0.2384,2.9127,6.7121
9.1404,1.0746,0.2088,3.3178,6.7055
9.1404,1.0746,0.217,3.0443,6.7055
8.3033,2.274,5.8726,3.0299,6.1799
8.3033,2.274,0.2013,2.9019,6.1799
14.3199,1.404,0.2345,3.2949,6.1799
14.3199,1.404,8.1593,3.1793,6.8516
6.9276,1.1712,15.0109,2.9182,6.8516
6.9276,1.1712,0.2333,2.8309,6.1576
6.9276,1.1712,0.23,2.9852,6.1576
8.4606,1.4806,0.2599,9.0353,6.3462
8.4606,1.4806,0.2025,2.8644,6.3462
8.332,4.9999,0.2327,2.8463,6.3462
8.332,4.9999,14.8606,8.7513,6.2729
9.0242,1.4812,0.2261,2.9278,6.2729
