tracking_loop_timer, data_log_timer, subject_position_timer, brace_position_timer, brace_command_timer
8.6812,1.2074,0.2399,2.8201,9.0613
10.5528,1.6464,11.5964,2.859,9.0613
10.5528,1.6464,0.1998,8.7437,6.118
10.5528,1.6464,0.2064,2.9628,6.118
9.9702,1.5051,4.9833,3.1047,6.0833
9.9702,1.5051,0.2113,2.8164,6.0833
13.4007,1.0315,0.1723,3.2584,6.403
13.4007,1.0315,0.2098,2.9544,6.403
6.6173,1.1036,0.1904,2.9966,6.403
6.6173,1.1036,0.4845,3.2071,6.2418
6.6173,1.1036,0.1947,2.9287,6.2418
8.5303,1.026,5.0518,3.0628,6.3034
8.5303,1.026,0.2055,3.0102,6.3034
9.9144,8.4639,0.1678,3.0597,6.6231
9.9144,8.4639,13.8393,3.1563,6.6231
7.7207,1.026,0.1874,2.8391,6.6231
7.7207,1.026,0.22,2.8741,6.6735
9.8576,1.0562,0.2173,2.9764,6.6735
9.8576,1.0562,6.5545,9.5349,6.5615
9.8576,1.0562,0.1762,3.2372,6.5615
10.3892,1.5226,0.1675,2.8502,7.1269
10.3892,1.5226,0.1847,2.8771,7.1269
11.3905,1.1519,15.9585,12.1132,6.7523
11.3905,1.1519,0.2049,2.8385,6.7523
7.6208,1.0324,0.2019,3.3148,6.7523
7.6208,1.0324,9.1977,2.8557,7.0267
7.6208,1.0324,0.1941,3.0148,7.0267
7.7343,1.5929,0.1663,3.0594,6.8504
7.7343,1.5929,0.1759,3.2584,6.8504
13.9728,1.1069,2.111,3.3827,6.7052
13.9728,1.1069,0.2384,2.9556,6.7052
8.6676,1.0475,0.1886,3.0157,6.7052
8.6676,1.0475,0.1741,3.0769,6.7625
7.4906,1.0487,0.1919,2.8928,6.7625
7.4906,1.0487,0.198,2.8705,9.0688
7.4906,1.0487,2.3941,3.1612,9.0688
10.3304,5.6142,4.5516,3.0105,6.9325
10.3304,5.6142,0.2261,3.2686,6.9325
8.1723,1.3505,0.233,8.2979,6.873
8.1723,1.3505,0.2242,3.3824,6.873
9.3324,2.315,0.1941,2.9991,6.873
9.3324,2.315,0.1705,2.8816,6.5944
9.9153,1.6346,0.1983,3.2889,6.5944
9.9153,1.6346,4.6244,2.8841,6.4951
9.9153,1.6346,0.1802,3.0108,6.4951
12.9066,1.0465,0.1741,13.0478,6.4794
12.9066,1.0465,13.5456,2.817,6.4794
11.242,1.0879,0.2152,3.2861,6.4794
11.242,1.0879,0.198,3.0241,6.5376
9.1304,1.1978,0.2076,3.0555,6.5376
9.1304,1.1978,6.15,9.3731,6.7203
9.1304,1.1978,0.1904,2.9013,6.7203
16.0379,1.5606,0.1947,2.9167,6.4398
16.0379,1.5606,0.1868,3.0691,6.4398
10.4946,1.6358,15.679,3.1328,6.4018
10.4946,1.6358,0.1729,3.2943,6.4018
9.8824,1.5256,0.1621,2.8623,6.4018
9.8824,1.5256,8.9179,2.9179,6.5633
9.8824,1.5256,0.2197,3.0951,6.5633
7.5679,5.1031,0.2264,2.7998,6.7812
7.5679,5.1031,0.1904,3.3257,6.7812
10.9091,1.0885,1.6618,2.9858,6.1428
10.9091,1.0885,0.2113,2.987,6.1428
8.2124,1.1012,0.2843,3.1575,6.1428
8.2124,1.1012,0.1838,2.7585,6.6095
6.7338,1.036,0.2218,3.2487,6.6095
6.7338,1.036,0.2285,9.71,6.7761
6.7338,1.036,2.1393,3.0984,6.7761
10.9673,1.0644,0.2327,2.9106,5.2698
10.9673,1.0644,0.2076,2.9499,5.2698
7.9166,1.1767,0.2448,8.0138,6.4235
7.9166,1.1767,10.657,3.0649,6.4235
10.8599,1.2479,0.2098,2.8213,6.4235
10.8599,1.2479,0.1645,2.7247,6.2656
11.3942,1.0638,0.204,3.2913,6.2656
11.3942,1.0638,0.6013,2.936,6.764
11.3942,1.0638,0.2448,3.0465,6.764
8.1596,1.2041,0.2001,3.1017,6.4945
8.1596,1.2041,9.5503,2.8614,6.4945
6.8489,1.1694,0.2019,2.8955,6.4945
6.8489,1.1694,0.1916,2.9583,6.7462
13.2096,1.3822,0.1904,2.9976,6.7462
13.2096,1.3822,2.2145,3.0763,9.7764
13.2096,1.3822,0.2128,2.8611,9.7764
6.9913,1.0136,0.1971,3.3758,6.7209
6.9913,1.0136,0.201,2.9526,6.7209
6.9195,1.0493,11.6547,7.0318,6.6448
6.9195,1.0493,0.1802,3.256,6.6448
7.4022,4.7376,0.2049,2.7983,6.6448
7.4022,4.7376,5.0002,3.5524,6.6369
11.4853,1.0529,0.2203,3.0428,6.6369
11.4853,1.0529,0.2173,3.1527,6.5582
11.4853,1.0529,0.2107,3.2463,6.5582
7.6956,1.023,13.6797,7.8197,6.7622
7.6956,1.023,0.1756,2.9628,6.7622
6.8314,1.0471,0.2101,3.1071,6.7622
6.8314,1.0471,0.1621,2.7687,6.553
16.645,1.0471,0.211,3.3767,6.553
16.645,1.177,0.2001,9.0806,6.4519
16.645,1.177,13.734,3.0096,6.4519
6.9044,1.0502,0.2248,3.1971,6.6741
6.9044,1.0502,0.2264,2.8333,6.6741
9.5917,1.2757,0.2731,3.3773,6.6502
9.5917,1.2757,6.5579,2.9523,6.6502
10.9894,1.3101,0.1856,3.1005,6.6502
10.9894,1.3101,0.1717,3.2695,6.6907
10.9894,1.3101,0.1935,2.9136,6.6907
10.7406,1.1501,15.7182,2.9559,6.7637
10.7406,1.1501,0.2203,3.0528,6.7637
11.1497,1.5027,0.2559,3.2134,6.9974
11.1497,1.5027,9.134,3.2895,6.9974
8.335,5.83,0.2514,2.9366,6.9974
8.335,5.83,0.1765,2.9936,6.7752
11.031,1.528,0.4186,3.144,6.7752
11.031,1.528,1.707,9.643,6.7124
11.031,1.528,0.1898,3.3815,6.7124
10.6458,1.1468,0.1738,2.9197,6.3819
10.6458,1.1468,0.1944,2.997,6.3819
8.3791,1.0324,11.23,8.5086,7.212
8.3791,1.0324,0.2064,2.8593,7.212
13.3467,1.5166,0.255,3.3574,7.212
13.3467,1.5166,4.3928,3.0739,7.0756
7.1927,1.0607,0.2233,3.1105,7.0756
7.1927,1.0607,0.1669,3.2285,7.1513
7.1927,1.0607,0.2424,2.9511,7.1513
10.4439,1.5887,13.2115,3.4072,6.6919
10.4439,1.5887,0.2061,3.089,6.6919
12.6143,1.2053,0.1998,2.8548,6.6919
12.6143,1.2053,0.1862,3.3858,6.5234
10.0068,1.0912,0.2022,2.8922,6.5234
10.0068,1.0912,0.2442,2.9532,9.4815
10.0068,1.0912,0.1938,3.1135,9.4815
9.9231,1.3216,0.1995,2.7693,6.2273
9.9231,1.3216,0.2182,3.3281,6.2273
10.5015,6.8452,0.2116,10.6202,5.6245
10.5015,6.8452,0.1986,3.0703,5.6245
7.9492,1.1196,0.2095,3.1962,5.6245
7.9492,1.1196,0.1765,2.8837,6.1914
7.7246,1.1253,0.1886,2.7645,6.1914
7.7246,1.1253,15.6497,2.8514,6.3837
7.7246,1.1253,0.2031,2.7856,6.3837
12.8715,1.3907,0.233,2.8964,6.1219
12.8715,1.3907,8.7015,2.8041,6.1219
12.5986,1.3176,0.2279,2.916,6.1219
12.5986,1.3176,0.1787,3.0579,6.6629
7.0565,1.1441,0.1862,2.833,6.6629
7.0565,1.1441,1.5643,9.4033,6.819
7.0565,1.1441,0.2276,2.8342,6.819
7.5278,1.0248,0.1998,3.0365,6.8474
7.5278,1.0248,0.223,3.0646,6.8474
13.2748,1.3982,10.9966,2.8674,6.4139
13.2748,1.3982,0.195,3.2523,6.4139
8.2082,1.1111,0.2031,3.0018,6.4139
8.2082,1.1111,4.1429,3.0006,6.7305
8.2082,1.1111,0.2134,3.2134,6.7305
10.5815,1.5253,0.1907,2.8581,6.6756
10.5815,1.5253,0.2261,3.4316,6.6756
11.1189,6.4785,12.0815,3.0416,6.6973
11.1189,6.4785,0.1965,3.121,6.6973
9.2642,1.624,0.1678,3.2074,6.6973
9.2642,1.624,0.172,2.9432,6.7091
10.0529,1.2225,6.3589,2.9879,6.7091
10.0529,1.2225,0.2082,9.5742,6.8329
10.0529,1.2225,0.259,2.8505,6.8329
9.1742,1.3339,0.204,3.2843,6.7486
9.1742,1.3339,0.2212,2.9399,6.7486
16.9613,1.7584,0.2291,17.0942,6.5464
16.9613,1.7584,5.6637,3.102,6.5464
6.8498,0.9904,0.1723,2.8777,6.5464
6.8498,0.9904,0.1847,3.3731,6.889
8.1683,1.1504,0.2007,2.9402,6.889
8.1683,1.1504,15.2162,3.0706,6.4914
8.1683,1.1504,0.1965,3.1775,6.4914
11.4597,1.1764,0.1572,2.8865,6.6388
11.4597,1.1764,8.4977,2.888,6.6388
7.7367,1.1878,0.2258,3.1144,6.6388
7.7367,1.1878,0.2149,3.1527,6.6234
11.1487,1.2346,0.2134,3.2381,6.6234
11.1487,1.2346,1.208,9.3079,6.5313
11.1487,1.2346,0.1593,2.8964,6.5313
10.2954,6.1766,0.2961,3.0978,6.5005
10.2954,6.1766,0.1925,2.8065,6.5005
10.0931,1.2096,10.759,10.2238,6.0788
10.0931,1.2096,0.2251,3.016,6.0788
11.2882,1.551,0.2321,2.9997,6.0788
11.2882,1.551,4.0061,3.0679,6.4081
8.1225,1.7152,0.2131,2.9109,6.4081
8.1225,1.7152,0.2375,3.3556,6.6523
8.1225,1.7152,0.2251,3,6.6523
14.6846,1.4668,12.7695,3.0117,6.6475
14.6846,1.4668,0.198,3.2206,6.6475
9.4758,1.2343,0.2088,3.0999,6.6475
9.4758,1.2343,0.1898,2.8816,5.9426
6.7758,1.0692,6.1705,3.08,5.9426
6.7758,1.0692,0.2104,3.0359,9.582
6.7758,1.0692,0.1995,3.1527,9.582
19.4147,1.7879,0.2013,2.9061,5.8847
19.4147,1.7879,0.204,2.9653,5.8847
7.5097,1.2198,0.2424,7.6038,7.1091
7.5097,1.2198,5.6534,3.1941,7.1091
9.5941,1.4357,0.1962,3.4081,7.1091
9.5941,1.4357,0.1829,2.9565,6.7779
12.8353,1.2959,0.2128,3.0543,6.7779
12.8353,1.2959,14.9741,2.8617,6.2678
12.8353,1.2959,0.2659,2.9393,6.2678
10.4629,1.0595,0.1802,3.3731,6.3299
10.4629,1.0595,8.2323,2.9973,6.3299
6.464,1.0378,0.2251,3.0908,6.3299
6.464,1.0378,0.2028,3.2092,7.0019
10.8713,5.4711,0.2215,2.8188,7.0019
10.8713,5.4711,0.9421,9.3414,6.6246
10.8713,5.4711,0.2025,3.0603,6.6246
8.7875,1.0465,0.2209,2.7606,6.2336
8.7875,1.0465,0.2122,3.1542,6.2336
6.4866,1.3427,10.3488,6.5877,6.9503
6.4866,1.3427,0.1974,3.0072,6.9503
6.4483,1.1459,0.2064,3.1259,6.9503
6.4483,1.1459,3.5784,2.8442,6.7812
13.9103,1.1459,0.2052,3.1518,6.7812
13.9103,1.3825,0.2354,3.0492,6.6068
13.9103,1.3825,0.1651,3.0456,6.6068
7.1504,1.2207,12.3852,7.292,6.7154
7.1504,1.2207,0.1759,2.8246,6.7154
7.5251,1.2838,0.2203,3.348,6.7154
7.5251,1.2838,0.2082,3.0335,6.5114
13.405,1.5163,5.7301,3.0148,6.5114
13.405,1.5163,0.2191,9.64,6.7981
13.405,1.5163,0.1762,2.8904,6.7981
8.1095,1.0951,0.2789,2.9203,6.8166
8.1095,1.0951,0.2055,2.9514,6.8166
9.797,1.5428,0.2408,3.1953,6.7517
9.797,1.5428,5.1155,3.2318,6.7517
7.4028,4.2177,0.2046,3.0905,6.7517
7.4028,4.2177,0.2101,2.9484,6.5729
7.4028,4.2177,0.2149,3.0827,6.5729
6.166,1.3511,14.4051,2.8581,6.6717
6.166,1.3511,0.2375,3.3592,6.6717
6.1449,1.045,0.2095,3.0314,6.5563
6.1449,1.045,7.6512,3.0939,6.5563
7.8378,1.7052,0.214,3.1781,6.5563
7.8378,1.7052,0.2049,2.8412,6.6089
13.2115,1.4034,0.1826,3.3809,6.6089
13.2115,1.4034,0.3489,9.435,6.7106
13.2115,1.4034,0.2402,3.1497,6.7106
10.094,1.0773,0.2052,3.1889,6.6252
10.094,1.0773,0.1989,2.9396,6.6252
6.5358,1.0034,9.8241,6.6883,6.9168
6.5358,1.0034,0.1956,3.0987,6.9168
10.7044,1.5718,0.1992,2.8367,6.9168
10.7044,1.5718,3.0142,3.2792,6.9165
8.863,1.5428,0.2028,2.9016,6.9165
8.863,1.5428,0.1931,2.9991,6.6397
8.863,1.5428,0.1708,3.1171,6.6397
6.1935,1.0758,11.9143,2.8816,6.5249
6.1935,1.0758,0.1666,3.332,6.5249
7.4556,6.2922,0.2348,2.9055,6.5249
7.4556,6.2922,0.2091,3.0754,6.5485
9.1389,1.5727,5.1318,3.1068,6.5485
9.1389,1.5727,0.195,2.9547,9.5416
9.1389,1.5727,0.1938,3.1391,9.5416
7.6585,1.0001,0.1889,3.0613,6.4966
7.6585,1.0001,0.2131,3.1008,6.4966
6.6868,1.1525,0.2173,6.7997,6.6173
6.6868,1.1525,4.6419,2.9182,6.6173
15.202,1.1148,0.207,2.917,6.6173
15.202,1.1148,0.2104,3.0253,6.6243
6.5899,0.9696,0.1965,2.8415,6.6243
6.5899,0.9696,14.0597,2.8436,6.2065
6.5899,0.9696,0.1747,2.9197,6.2065
10.4131,1.5184,0.2046,3.057,6.6421
10.4131,1.5184,7.2494,3.0643,6.6421
11.1367,1.1911,0.22,3.0365,6.6421
11.1367,1.1911,0.2022,3.2104,6.3849
9.2702,1.1036,0.1711,2.9354,6.3849
9.2702,1.1036,16.0599,2.8198,8.8735
9.2702,1.1036,0.1962,3.0172,8.8735
7.1716,1.5347,0.1898,2.8436,6.3807
7.1716,1.5347,0.1983,3.368,6.3807
9.3695,3.8884,9.4015,2.7404,6.3121
9.3695,3.8884,0.1799,2.8421,6.3121
7.2561,1.333,0.259,2.8886,6.3121
7.2561,1.333,2.6634,2.955,6.3197
7.2561,1.333,0.2339,2.9671,6.3197
6.3218,1.4918,0.2128,3.0948,6.9609
6.3218,1.4918,0.2282,3.2143,6.9609
6.3791,1.1848,11.4388,3.1415,6.6077
6.3791,1.1848,0.1877,2.9414,6.6077
17.3909,1.1383,0.1853,2.9568,6.6077
17.3909,1.1383,0.2131,3.1615,6.9062
8.1982,1.0553,4.6862,2.904,6.9062
