tracking_loop_timer, data_log_timer, subject_position_timer, brace_position_timer, brace_command_timer
6.3656,1.0725,0.5171,2.75,6.5256
6.3656,1.0725,0.2209,2.894,6.5256
5.0427,1.0188,0.1814,2.7696,5.8596
5.0427,1.0188,0.198,3.3492,5.8596
9.8969,1.9866,9.3783,2.9828,6.5787
9.8969,1.9866,0.4691,3.1358,6.5787
9.8969,1.9866,0.2762,3.176,6.6641
7.4288,1.2868,0.1856,7.5121,6.6641
7.4288,1.2868,2.6752,2.8816,6.6641
14.7326,1.4085,0.2294,2.8336,8.2317
14.7326,1.4085,0.2137,2.7896,8.2317
6.5002,1.3445,11.713,3.2505,6.9612
6.5002,1.3445,0.1965,2.865,6.9612
6.5002,1.3445,0.2206,2.9592,6.5322
5.3733,1.1691,0.1838,3.0727,6.5322
5.3733,1.1691,4.8471,3.1259,6.5322
6.1075,1.2044,0.3556,3.3043,6.7755
6.1075,1.2044,0.2001,3.0114,6.7755
5.4125,1.039,13.8282,2.9991,6.777
5.4125,1.039,13.8282,3.0673,6.777
5.8886,1.164,0.1986,2.9465,6.7085
5.8886,1.164,0.2221,2.8327,6.7085
5.8886,1.164,7.0309,3.0573,6.7501
8.5463,1.2403,0.2251,2.9577,6.7501
8.5463,1.2403,0.1847,3.2397,6.7501
7.858,1.2416,0.284,9.2587,6.4978
7.858,1.2416,16.1511,2.8871,6.4978
7.7415,1.0948,0.3833,2.9523,6.6074
7.7415,1.0948,0.1959,3.1038,6.6074
7.7415,1.0948,0.2342,3.227,6.4975
5.5891,8.1768,0.2167,3.0142,6.4975
5.5891,8.1768,0.2212,2.901,6.4975
6.0999,1.3013,15.9531,2.8575,6.3281
6.0999,1.3013,0.2119,3.1935,6.3281
7.6144,1.1078,0.2297,3.3073,6.6052
7.6144,1.1078,0.2251,3.0148,6.6052
7.6144,1.1078,9.1938,2.9471,6.6584
7.7771,1.3182,0.4232,3.1425,6.6584
7.7771,1.3182,0.1874,2.9788,7.1218
8.2251,1.103,0.3402,8.5149,7.1218
8.2251,1.103,2.373,2.9867,7.1218
5.0741,6.1533,0.2076,9.358,5.8792
5.0741,6.1533,0.2457,3.2324,5.8792
6.5554,1.6624,12.5096,2.9133,6.1431
6.5554,1.6624,0.204,2.9058,6.1431
6.5554,1.6624,0.2004,3.0265,6.5742
8.1759,1.1555,0.2143,8.2634,6.5742
8.1759,1.1555,4.4366,3.2068,6.5742
8.7564,1.205,0.415,2.9121,7.0086
8.7564,1.205,0.1714,2.9559,7.0086
4.8154,1.391,13.4421,3.128,6.6988
4.8154,1.391,0.2076,2.8282,6.6988
10.7258,1.5649,0.1995,3.243,6.9446
10.7258,1.5649,0.2031,2.8391,6.9446
10.7258,1.5649,0.1913,3.0368,7.0104
8.7727,1.2458,0.2104,8.8497,7.0104
8.7727,1.2458,0.2408,2.8681,7.0104
7.7189,1.3056,13.357,2.7002,8.8699
7.7189,1.3056,15.5383,2.7268,8.8699
5.1587,1.1745,0.3963,2.8756,6.4045
5.1587,1.1745,0.188,3.1545,6.4045
5.1587,1.1745,6.6222,2.8004,6.1364
4.7255,1.0565,0.2191,2.9248,6.1364
4.7255,1.0565,0.1877,2.9462,6.1364
11.332,1.25,15.5169,2.8288,5.4826
11.332,1.25,0.2261,2.9538,5.4826
7.3889,1.0233,0.2025,2.808,5.4442
7.3889,1.0233,0.1983,2.9496,5.4442
7.398,1.4957,8.7018,2.8967,6.3973
7.398,1.4957,0.3073,2.8916,6.3973
7.398,1.4957,0.1678,2.9852,5.9964
5.7938,1.5474,0.1759,6.0018,5.9964
5.7938,1.5474,1.8495,2.8521,5.9964
5.2906,1.4221,0.1962,2.7929,8.8877
5.2906,1.4221,0.2091,3.8784,8.8877
11.0748,1.1302,10.8448,3.0673,5.4216
11.0748,1.1302,0.204,2.9776,5.4216
11.0748,1.1302,0.1756,2.84,6.2312
6.3894,1.0653,0.1935,3.1699,6.2312
6.3894,1.0653,3.9907,2.7648,6.2312
7.4025,1.2711,0.3812,2.8744,5.2507
7.4025,1.2711,0.2013,3.013,5.2507
5.7183,1.0876,12.9675,2.8747,6.1428
5.7183,1.0876,0.2095,3.2454,6.1428
5.7183,1.0876,0.2849,2.9438,6.7713
6.8395,7.6446,0.2064,3.0072,6.7713
6.8395,7.6446,0.1947,3.1083,6.6834
8.143,1.2391,0.1841,8.2296,6.6834
8.143,1.2391,0.1802,3.172,6.6834
8.0337,1.0659,0.3882,2.766,9.1368
8.0337,1.0659,0.4513,2.9803,9.1368
6.704,1.058,0.3447,3.0833,6.6107
6.704,1.058,0.1775,2.8958,6.6107
6.704,1.058,6.1072,2.8581,6.5844
5.1004,1.0242,0.1944,5.2553,6.5844
5.1004,1.0242,0.1904,3.0981,6.5844
6.8114,6.4087,15.0526,3.2397,6.5947
6.8114,6.4087,0.2143,2.9284,6.5947
5.7627,1.3146,0.2113,3.4588,6.883
5.7627,1.3146,0.2064,3.0428,6.883
7.5202,1.2594,8.2616,3.1911,6.4827
7.5202,1.2594,0.3643,3.2523,6.4827
7.5202,1.2594,0.1959,2.9876,6.412
7.3168,1.1984,0.1865,3,6.412
7.3168,1.1984,1.5166,3.0133,6.412
5.2969,1.3152,0.2119,9.1522,6.2946
5.2969,1.3152,0.2046,3.2843,6.2946
8.0156,1.3152,10.4415,2.9764,6.6514
8.0156,8.6858,0.1944,2.7183,6.6514
8.0156,8.6858,0.2339,3.1286,6.6765
6.5811,1.1519,0.239,2.7425,6.6765
6.5811,1.1519,3.6701,3.4398,6.6765
5.84
